	name	length
9348	IQ_SEC7_PH	138
9349	IR1-M	60
9350	IRF	105
9351	IRF-2BP1_2	52
9352	IRF-3	180
9353	IRK	330
9354	IRK_N	45
9355	Iron_permease	128
9356	Iron_traffic	88
9357	Iron_transport	150
9358	IRS	100
9359	ISAV_HA	394
9360	ISET-FN3_linker	65
9361	ISG65-75	279
9362	Ish1	37
9363	ISK_Channel	122
9364	ISN1	411
9365	Isochorismatase	175
9366	Iso_dh	348
9367	IspA	176
9368	IspD	221
9369	Ist1	164
9370	IstB_IS21	178
9371	IstB_IS21_ATP	29
9372	Isy1	255
9373	ITAM	20
9374	ITAM_Cys-rich	24
9375	Itfg2	336
9376	ITI_HC_C	189
9377	IucA_IucC	238
9378	IU_nuc_hydro	305
9379	Ivy	117
9380	Iwr1	74
9381	IZUMO	146
9382	Izumo-Ig	88
9383	I_LWEQ	153
9384	JAB	118
9385	Jacalin	135
9386	Jagunal	187
9387	Jag_N	51
9388	JAKMIP_CC3	200
9389	Jas	75
9390	JCAD	1358
9391	JHBP	240
9392	JIP_LZII	71
9393	Jiraiya	169
9394	Jiv90	93
9395	JLPA	352
9396	JmjC	114
9397	JmjN	34
9398	JMY	356
9399	Jnk-SapK_ap_N	156
9400	Josephin	163
9401	Joubert	341
9402	JSRP	62
9403	JTB	110
9404	Jun	231
9405	JUPITER	359
9406	K-box	93
9407	K-cyclin_vir_C	106
9408	K1	120
9409	K1377	983
9410	K167R	112
9411	KA1	45
9412	KAAG1	84
9413	KaiA	122
9414	KaiB	82
9415	KAP	708
9416	KapB	112
9417	KAP_NTPase	326
9418	KAR	103
9419	KAR9	683
9420	KASH	58
9421	KASH_CCD	191
9422	KAsynt_C_assoc	112
9423	Katanin_con80	160
9424	Kazal_1	49
9425	Kazal_2	49
9426	KbaA	179
9427	KBP_C	355
9428	KCH	251
9429	KcnmB2_inactiv	32
9430	KCNQ2_u3	96
9431	KCNQC3-Ank-G_bd	103
9432	KCNQ_channel	190
9433	KdgM	222
9434	KDGP_aldolase	218
9435	KdgT	305
9436	Kdo	207
9437	Kdo_hydroxy	275
9438	KdpA	547
9439	KdpC	182
9440	KdpD	210
9441	KduI	261
9442	Kei1	190
9443	Kelch_1	46
9444	Kelch_2	49
9445	Kelch_3	49
9446	Kelch_4	49
9447	Kelch_5	42
9448	Kelch_6	50
9449	KELK	80
9450	Keratin	96
9451	Keratin_2_head	161
9452	Keratin_2_tail	139
9453	Keratin_assoc	129
9454	Keratin_B2	164
9455	Keratin_B2_2	45
9456	Keratin_matx	96
9457	ketoacyl-synt	253
9458	Ketoacyl-synt_2	226
9459	Ketoacyl-synt_C	118
9460	KfrA_N	113
9461	KGG	21
9462	KGK	116
9463	KHA	67
9464	KH_1	66
9465	KH_2	78
9466	KH_4	73
9467	KH_5	69
9468	KH_6	46
9469	KH_7	68
9470	KH_dom-like	80
9471	KIAA1328	327
9472	KIAA1430	102
9473	KicB	115
9474	KID	11
9475	KIF1B	50
9476	KilA-N	111
9477	Kin17_mid	126
9478	Kinase-like	288
9479	Kinase-PPPase	255
9480	KinB_sensor	121
9481	KIND	192
9482	Kinesin	333
9483	Kinesin_assoc	181
9484	Kinetochor_Ybp2	633
9485	Kinetocho_Slk19	77
9486	Kinin	8
9487	Kinocilin	123
9488	KIP1	74
9489	Kisspeptin	76
9490	KIX	81
9491	KIX_2	82
9492	KKLCAg1	87
9493	kleA_kleC	77
9494	KleE	108
9495	KLRAQ	99
9496	KMP11	90
9497	KNOX1	43
9498	KNOX2	48
9499	KNTase_C	132
9500	KN_motif	39
9501	KOG2701	177
9502	KORA	85
9503	KorB	89
9504	KorB_C	59
9505	KOW	32
9506	Kp4	125
9507	KR	180
9508	KRAB	42
9509	KRAP_IP3R_bind	147
9510	KRBA1	43
9511	KRE1	66
9512	Kre28	368
9513	KRE9	102
9514	Kri1	103
9515	Kri1_C	89
9516	Kringle	79
9517	KRTAP	65
9518	KRTAP7	84
9519	KRTDAP	77
9520	KSHV_K1	71
9521	KSHV_K8	238
9522	KSR1-SAM	129
9523	KTI12	272
9524	KTSC	58
9525	Ku	203
9526	Kunitz_BPTI	53
9527	Kunitz_legume	176
9528	Ku_C	88
9529	Ku_N	220
9530	Ku_PK_bind	119
9531	Kv2channel	288
9532	KxDL	86
9533	K_channel_TID	74
9534	K_oxygenase	341
9535	K_trans	534
9536	L-fibroin	244
9537	L1R_F9L	196
9538	L27	53
9539	L27_1	59
9540	L27_2	58
9541	L27_N	48
9542	L31	102
9543	L51_S25_CI-B8	52
9544	L6_membrane	192
9545	L71	71
9546	La	59
9547	LA-virus_coat	439
9548	LAB_N	71
9549	LacAB_rpiB	139
9550	LacI	46
9551	Lact-deh-memb	290
9552	Lactamase_B	197
9553	Lactamase_B_2	201
9554	Lactamase_B_3	163
9555	Lactamase_B_4	63
9556	Lactamase_B_5	199
9557	Lactamase_B_6	193
9558	Lactate_perm	522
9559	Lactococcin	60
9560	Lactococcin_972	63
9561	Lactonase	344
9562	Lact_bio_phlase	434
9563	LacY_symp	413
9564	Lac_bphage_repr	49
9565	LAG1-DNAbind	152
9566	LAGLIDADG_1	102
9567	LAGLIDADG_2	169
9568	LAGLIDADG_3	77
9569	LAGLIDADG_WhiA	93
9570	LamB	379
9571	Lambda_Bor	75
9572	Lambda_CIII	42
9573	Lambda_Kil	42
9574	Lambda_tail_I	86
9575	LamB_YcsF	239
9576	Laminin_B	134
9577	Laminin_EGF	49
9578	Laminin_G_1	131
9579	Laminin_G_2	126
9580	Laminin_G_3	152
9581	Laminin_I	259
9582	Laminin_II	138
9583	Laminin_N	234
9584	Lamp	315
9585	Lamprin	138
9586	LAMTOR	75
9587	LAMTOR5	88
9588	LAM_C	127
9589	LANC_like	352
9590	Lantibiotic_a	29
9591	Lant_dehydr_C	312
9592	Lant_dehydr_N	653
9593	LAP1C	455
9594	LAP2alpha	233
9595	LapA_dom	64
9596	LapD_MoxY_N	124
9597	Laps	127
9598	Lar_restr_allev	62
9599	Las1	153
9600	LAS2	75
9601	LAT	240
9602	LAT2	177
9603	Latarcin	81
9604	Latexin	217
9605	Late_protein_L1	498
9606	Late_protein_L2	525
9607	Latrophilin	375
9608	Latrotoxin_C	137
9609	LAX	371
9610	Lbh	101
9611	LBP_BPI_CETP	164
9612	LBP_BPI_CETP_C	238
9613	LBP_C	53
9614	LBP_M	221
9615	LBR_tudor	55
9616	LCAT	392
9617	LCCL	96
9618	LCD1	613
9619	LCE	76
9620	LCE6A	81
9621	lci	45
9622	LCM	188
9623	LcnG-beta	35
9624	LcrG	91
9625	LcrR	138
9626	LcrV	323
9627	LDB19	193
9628	Ldh_1_C	167
9629	Ldh_1_N	141
9630	Ldh_2	333
9631	Ldl_recept_a	37
9632	Ldl_recept_b	42
9633	LdpA_C	186
9634	Ldr_toxin	35
9635	Leader_CPA1	23
9636	Leader_Erm	19
9637	Leader_Thr	22
9638	Leader_Trp	14
9639	LEAP-2	77
9640	LEA_1	71
9641	LEA_2	101
9642	LEA_3	93
9643	LEA_4	44
9644	LEA_5	109
9645	LEA_6	75
9646	Lebercilin	193
9647	Lectin_C	108
9648	Lectin_leg-like	230
9649	Lectin_legB	250
9650	Lectin_N	131
9651	LEDGF	120
9652	LEF-4	472
9653	LEF-8	730
9654	LEF-9	490
9655	Leg1	331
9656	Legionella_OMP	288
9657	LEH	125
9658	LELP1	105
9659	LEM	40
9660	LemA	180
9661	Lem_TRP	10
9662	Lentiviral_Tat	86
9663	Lentivirus_VIF	251
9664	Lenti_VIF_2	198
9665	Leo1	165
9666	LEP503	61
9667	LepA_C	107
9668	Leptin	145
9669	Lep_receptor_Ig	86
9670	LETM1	268
9671	LeuA_dimer	133
9672	Leucyl-specific	56
9673	Leuk-A4-hydro_C	112
9674	Leukocidin	255
9675	Leu_leader	28
9676	Leu_Phe_trans	169
9677	Leu_zip	276
9678	Levi_coat	132
9679	LexA_DNA_bind	65
9680	LFY_SAM	80
9681	Lge1	71
9682	LGFP	53
9683	Lgl_C	393
9684	LGT	242
9685	LHC	39
9686	LHH	76
9687	LIAS_N	108
9688	LicD	227
9689	LIDHydrolase	267
9690	LIF_OSM	162
9691	LIG3_BRCT	81
9692	LigA	87
9693	Ligase_CoA	153
9694	LigB	273
9695	LigD_N	105
9696	LigT_PEase	87
9697	Lig_chan	149
9698	Lig_chan-Glu_bd	115
9699	LIM	58
9700	LIME1	232
9701	Limkain-b1	88
9702	LIM_bind	241
9703	Lin-8	306
9704	Lin0512_fam	114
9705	LIN37	156
9706	LIN52	95
9707	LINES_C	37
9708	LINES_N	350
9709	Linker_histone	74
9710	Linocin_M18	255
9711	LIP	290
9712	LIP1	90
9713	Lipase	336
9714	Lipase3_N	76
9715	Lipase_2	219
9716	Lipase_3	141
9717	Lipase_bact_N	268
9718	Lipase_chap	193
9719	Lipase_GDSL	200
9720	Lipase_GDSL_2	179
9721	Lipase_GDSL_3	178
9722	Lipase_GDSL_lke	202
9723	Lipid_bd	113
9724	Lipid_DES	37
9725	Lipin_mid	101
9726	Lipin_N	103
9727	Lipl32	179
9728	Lipocalin	144
9729	Lipocalin_2	146
9730	Lipocalin_3	94
9731	Lipocalin_4	89
9732	Lipocalin_5	142
9733	Lipocalin_7	128
9734	Lipocalin_8	135
9735	Lipocalin_9	130
9736	Lipoprotein_1	261
9737	Lipoprotein_10	128
9738	Lipoprotein_11	251
9739	Lipoprotein_15	47
9740	Lipoprotein_16	159
9741	Lipoprotein_17	84
9742	Lipoprotein_18	319
9743	Lipoprotein_19	56
9744	Lipoprotein_2	173
9745	Lipoprotein_20	175
9746	Lipoprotein_21	87
9747	Lipoprotein_22	167
9748	Lipoprotein_3	86
9749	Lipoprotein_6	172
9750	Lipoprotein_7	353
9751	Lipoprotein_8	493
9752	Lipoprotein_9	236
9753	Lipoprotein_Ltp	48
9754	Lipoprotein_X	184
9755	Lipoprot_C	155
9756	Lipoxygenase	673
9757	Lip_A_acyltrans	295
9758	Lip_prot_lig_C	85
9759	Lir1	134
9760	LisH	27
9761	LisH_2	28
9762	LIX1	249
9763	LKAAEAR	137
9764	LktC	150
9765	LLC1	119
9766	LLGL	104
9767	LMBR1	510
9768	LMF1	444
9769	LmjF365940-deam	193
9770	LMP	157
9771	LMSTEN	47
9772	LMWPc	142
9773	LMWSLP_N	262
9774	LNP1	179
9775	LNS2	226
9776	LOB	99
9777	LOH1CR12	131
9778	LolA	165
9779	LolA_2	152
9780	LolA_like	183
9781	LolB	153
9782	Longin	84
9783	Lon_2	455
9784	Lon_C	205
9785	LON_substr_bdg	208
9786	LOR	187
9787	Loricrin	326
9788	LPAM_1	35
9789	LPAM_2	23
9790	LPG_synthase_TM	301
9791	LPMO_10	195
9792	LpoB	147
9793	LPP	53
9794	Lpp-LpqN	174
9795	LPP20	97
9796	LppA	153
9797	LppC	535
9798	LppX_LprAFG	192
9799	LpqV	117
9800	LprI	103
9801	LptC	176
9802	LptE	107
9803	LpxB	374
9804	LpxC	270
9805	LpxD	70
9806	LpxK	327
9807	LRAT	127
9808	LrgA	94
9809	LrgB	214
9810	LRIF1	749
9811	LRR19-TM	107
9812	LRRC37	73
9813	LRRC37AB_C	147
9814	LRRCT	26
9815	LRRFIP	297
9816	LRRNT	28
9817	LRRNT_2	41
9818	LRR_1	23
9819	LRR_2	26
9820	LRR_3	20
9821	LRR_4	43
9822	LRR_5	128
9823	LRR_6	24
9824	LRR_8	61
9825	LRR_9	175
9826	LRR_adjacent	57
9827	LRS4	249
9828	LRV	26
9829	LRV_FeS	53
9830	LSM	67
9831	LSM14	75
9832	LsmAD	70
9833	Lsm_C	63
9834	Lsm_interact	19
9835	LSM_int_assoc	61
9836	LSPR	9
9837	LSR	48
9838	Lsr2	110
9839	LssY_C	188
9840	LST1	78
9841	LT-IIB	122
9842	LTD	111
9843	LTP_2	96
9844	LtrA	353
9845	ltuA	46
9846	LtuB	79
9847	LTV	382
9848	LTXXQ	104
9849	LUC7	251
9850	Luciferase_3H	66
9851	Luciferase_cat	296
9852	Luciferase_N	82
9853	LUD_dom	189
9854	Lumazine_bd_2	116
9855	Lum_binding	87
9856	Lung_7-TM_R	295
9857	LURAP	117
9858	Lustrin_cystein	44
9859	Luteo_coat	138
9860	Luteo_P1-P2	339
9861	Luteo_PO	208
9862	Luteo_Vpg	104
9863	LuxC	405
9864	LuxE	375
9865	LuxQ-periplasm	238
9866	LuxS	154
9867	LVIVD	42
9868	LXG	202
9869	Ly-6_related	124
9870	Ly49	119
9871	Lyase_1	312
9872	Lyase_8	257
9873	Lyase_8_C	69
9874	Lyase_8_N	324
9875	Lyase_aromatic	463
9876	Lyase_catalyt	361
9877	Lyase_N	168
9878	Lycopene_cycl	380
9879	LydB	147
9880	LYRIC	412
9881	Lys	124
9882	Lys-AminoMut_A	508
9883	LysE	193
9884	Lysine_decarbox	132
9885	Lysis_col	49
9886	LysM	44
9887	Lysozyme_like	159
9888	LysR_substrate	209
9889	Lysyl_oxidase	204
9890	Lys_export	190
9891	LYTB	265
9892	LytR_C	85
9893	LytR_cpsA_psr	152
9894	LytTR	98
9895	Lyx_isomer	223
9896	Lzipper-MIP1	85
9897	LZ_Tnp_IS481	85
9898	LZ_Tnp_IS66	69
9899	L_biotic_typeA	51
9900	L_HMGIC_fpl	181
9901	L_lactis_ph-MCP	347
9902	L_lactis_RepB_C	122
9903	L_lac_phage_MSP	301
9904	L_protein_N	93
9905	M	21
9906	M-factor	43
9907	M-inducer_phosp	273
9908	m04gp34like	272
9909	M11L	160
9910	M157	256
9911	M16C_assoc	251
9912	M20_dimer	109
9913	M3	376
9914	M60-like_N	110
9915	M64_N	122
9916	MA-Mit	214
9917	MA3	113
9918	MaAIMP_sms	60
9919	MAAL_C	249
9920	MAAL_N	159
9921	Mab-21	297
9922	Mac	53
9923	Mac-1	353
9924	MacB_PCD	193
9925	Macin	60
9926	Macoilin	671
9927	MACPF	208
9928	Macro	118
9929	Macro_2	280
9930	Macscav_rec	49
9931	Mac_assoc	185
9932	MAD	661
9933	Mad3_BUB1_I	124
9934	Mad3_BUB1_II	68
9935	Mad3_BUB1_I_2	128
9936	MADF_DNA_bdg	85
9937	MadL	118
9938	MadM	59
9939	Maelstrom	216
9940	Maf	166
9941	Maf1	174
9942	MafB	312
9943	MafB19-deam	138
9944	Maff2	70
9945	MAF_flag10	171
9946	Maf_N	34
9947	MAGE	213
9948	MAGE_N	92
9949	MAGI_u1	60
9950	MAGI_u5	130
9951	Mago-bind	27
9952	Mago_nashi	142
9953	MAGP	134
9954	MAGSP	264
9955	MAGUK_N_PEST	117
9956	MAJIN	241
9957	Mak10	168
9958	Mak16	99
9959	Malate_DH	32
9960	Malate_synthase	526
9961	Malectin	165
9962	Malectin_like	336
9963	MalF_P2	164
9964	malic	182
9965	Malic_M	257
9966	MalM	134
9967	Malt_amylase_C	75
9968	Mal_decarbox_Al	548
9969	MAM	160
9970	MAM1	268
9971	MAM33	200
9972	MamL-1	58
9973	Man-6-P_recep	278
9974	MANEC	89
9975	Mannitol_dh	151
9976	Mannitol_dh_C	246
9977	MannoseP_isomer	151
9978	Mannosyl_trans	259
9979	Mannosyl_trans2	443
9980	Mannosyl_trans3	275
9981	Mannosyl_trans4	163
9982	MaoC_dehydratas	123
9983	MaoC_dehydrat_N	132
9984	MAP	88
9985	MAP17	126
9986	MAP1B_neuraxin	17
9987	MAP2_projctn	1135
9988	MAP65_ASE1	598
9989	MAP7	163
9990	MAP70	554
9991	MAPEG	130
9992	MAPKK1_Int	119
9993	MarB	65
9994	MarC	203
9995	MARCKS	281
9996	Marek_A	210
9997	Marek_SORF3	347
9998	MarR	59
9999	MarR_2	62
10000	MARVEL	144
10001	MAR_sialic_bdg	95
10002	MAS20	129
10003	MASE1	300
10004	MASE2	89
10005	MASE3	226
10006	MASE4	239
10007	MASE5	190
10008	Mastoparan	14
10009	Mastoparan_2	14
10010	MAT1	204
10011	MAT1-1-2	155
10012	MATalpha_HMGbox	200
10013	MatB	167
10014	MatC_N	149
10015	MatE	161
10016	MATH	113
10017	Mating_C	414
10018	Mating_N	95
10019	MatK_N	331
10020	MatP	84
10021	MatP_C	60
10022	Matrilin_ccoil	45
10023	Matrix	340
10024	MauE	184
10025	MauJ	281
10026	MazE_antitoxin	46
10027	MazG	74
10028	MazG-like	85
10029	MBA1	235
10030	MBD	77
10031	MBDa	71
10032	MBD_C	94
10033	MbeB_N	52
10034	MbeD_MobD	70
10035	MBF1	72
10036	MBF2	90
10037	MBOAT	348
10038	MBOAT_2	83
10039	MBR1	339
10040	MBT	69
10041	MbtH	53
10042	MC1	96
10043	MCC-bdg_PDZ	65
10044	MCCD1	91
10045	MccV	104
10046	MCD	260
10047	MCD_N	85
10048	Mce4_CUP1	257
10049	MCH	311
10050	Mcl1_mid	297
10051	MCLC	549
10052	MCM	331
10053	Mcm10	353
10054	MCM2_N	153
10055	MCM3AP_GANP	718
10056	MCM_bind	576
10057	MCM_N	104
10058	MCM_OB	126
10059	Mcp5_PH	122
10060	MCPsignal	172
10061	MCPVI	225
10062	MCRA	496
10063	McrBC	320
10064	MCRS_N	199
10065	MCR_alpha	127
10066	MCR_alpha_N	270
10067	MCR_beta	249
10068	MCR_beta_N	182
10069	MCR_C	271
10070	MCR_D	143
10071	MCR_gamma	246
10072	MctB	306
10073	MCU	178
10074	McyA_C	43
10075	MdcE	232
10076	MdcG	199
10077	MDFI	183
10078	MDH	90
10079	MDM1	560
10080	MDM10	415
10081	MDM31_MDM32	525
10082	MDMPI_C	91
10083	MDMPI_N	141
10084	MdoG	476
10085	Mdv1	49
10086	Me-amine-dh_H	342
10087	Me-amine-dh_L	113
10088	MEA1	172
10089	MecA	227
10090	MecA_N	117
10091	Meckelin	824
10092	Med1	415
10093	Med10	121
10094	Med11	137
10095	Med12	63
10096	Med12-LCEWAV	476
10097	Med12-PQL	209
10098	Med13_C	459
10099	Med13_N	401
10100	Med14	191
10101	Med15	780
10102	Med15_fungi	112
10103	Med16	759
10104	Med17	462
10105	Med18	249
10106	Med19	178
10107	Med2	100
10108	Med20	225
10109	Med21	144
10110	Med22	105
10111	Med23	1302
10112	Med24_N	996
10113	Med25	151
10114	Med25_NR-box	94
10115	Med25_SD1	167
10116	Med25_VWA	214
10117	Med26	53
10118	Med26_C	183
10119	Med26_M	255
10120	Med27	86
10121	Med28	134
10122	Med29	139
10123	Med3	405
10124	Med30	147
10125	Med31	95
10126	Med4	194
10127	Med5	1082
10128	Med6	134
10129	Med7	191
10130	Med8	232
10131	Med9	80
10132	MEDS	161
10133	MEF2_binding	35
10134	Megourin	63
10135	Mei4	339
10136	Mei5	206
10137	Mei5_like	118
10138	MEIOC	166
10139	Meiosis_expr	75
10140	Meiotic_rec114	328
10141	Meis_PKNOX_N	86
10142	MEKHLA	143
10143	MelC1	117
10144	Meleagrin	38
10145	Melibiase	347
10146	Melibiase_2	284
10147	Melibiase_2_C	86
10148	Melittin	26
10149	Membralin	381
10150	Membrane_bind	110
10151	Membr_traf_MHD	147
10152	Memo	271
10153	MeMO_Hyd_G	161
10154	Mem_trans	387
10155	Menin	680
10156	MENTAL	178
10157	MepB	122
10158	Mer2	193
10159	MerB	125
10160	MerC	117
10161	MerE	75
10162	Merozoite_SPAM	182
10163	MerR	38
10164	MerR-DNA-bind	65
10165	MerR_1	69
10166	MerR_2	84
10167	Mersacidin	68
10168	MerT	116
10169	Mesd	155
10170	Mesothelin	632
10171	META	110
10172	Metalloenzyme	245
10173	Metallopep	427
10174	Metallophos	204
10175	MetallophosC	162
10176	MetallophosN	78
10177	Metallophos_2	165
10178	Metallophos_3	257
10179	Metallophos_C	63
10180	Metallothio	64
10181	Metallothio_11	54
10182	Metallothio_2	81
10183	Metallothio_5	41
10184	Metallothio_6	65
10185	Metallothio_Cad	20
10186	Metallothio_Euk	66
10187	Metallothio_PEC	75
10188	Metallothio_Pro	51
10189	Metallothi_Euk2	69
10190	Metal_CEHH	177
10191	Metal_hydrol	248
10192	Metal_resist	126
10193	Metaviral_G	183
10194	Methuselah_N	179
10195	Methylase_S	168
10196	Methyltranf_PUA	50
10197	MethyltransfD12	260
10198	Methyltransf_10	299
10199	Methyltransf_11	95
10200	Methyltransf_12	99
10201	Methyltransf_13	62
10202	Methyltransf_14	160
10203	Methyltransf_15	165
10204	Methyltransf_16	174
10205	Methyltransf_17	160
10206	Methyltransf_18	151
10207	Methyltransf_19	268
10208	Methyltransf_1N	77
10209	Methyltransf_2	227
10210	Methyltransf_20	309
10211	Methyltransf_21	173
10212	Methyltransf_22	246
10213	Methyltransf_23	165
10214	Methyltransf_24	106
10215	Methyltransf_25	97
10216	Methyltransf_28	263
10217	Methyltransf_29	506
10218	Methyltransf_3	212
10219	Methyltransf_30	124
10220	Methyltransf_31	152
10221	Methyltransf_32	158
10222	Methyltransf_33	299
10223	Methyltransf_34	306
10224	Methyltransf_4	173
10225	Methyltransf_5	309
10226	Methyltransf_7	334
10227	Methyltransf_8	219
10228	Methyltransf_9	315
10229	Methyltransf_FA	102
10230	Methyltransf_PK	218
10231	Methyltrans_Mon	685
10232	Methyltrans_RNA	226
10233	Methyltrans_SAM	286
10234	Methyltrn_RNA_2	198
10235	Methyltrn_RNA_3	286
10236	Methyltrn_RNA_4	182
10237	Methyltr_RsmB-F	200
10238	Methyltr_RsmF_N	90
10239	MethyTransf_Reg	84
10240	Meth_synt_1	313
10241	Meth_synt_2	324
10242	MetJ	97
10243	MetRS-N	122
10244	MetW	193
10245	Met_10	199
10246	Met_asp_mut_E	441
10247	Met_gamma_lyase	405
10248	Met_synt_B12	268
10249	Mfa1	42
10250	MFA1_2	34
10251	Mfa2	281
10252	MFAP1	217
10253	Mfa_like_1	287
10254	Mfa_like_2	305
10255	MFMR	97
10256	MFMR_assoc	134
10257	Mfp-3	71
10258	MFP2b	346
10259	MFS18	105
10260	MFS_1	353
10261	MFS_1_like	385
10262	MFS_2	427
10263	MFS_3	522
10264	MFS_4	363
10265	MFS_5	354
10266	MFS_MOT1	118
10267	MFS_Mycoplasma	274
10268	MF_alpha	13
10269	MF_alpha_N	88
10270	Mg-por_mtran_C	97
10271	MG1	103
10272	Mg296	126
10273	Mga	87
10274	MGAT2	349
10275	MGC-24	140
10276	MGDG_synth	169
10277	Mgm101p	170
10278	MgpC	226
10279	Mgr1	388
10280	MgrB	29
10281	MGS	95
10282	MgsA_C	167
10283	MgtC	121
10284	MgtE	124
10285	MgtE_N	102
10286	MGTL	17
10287	Mg_chelatase	207
10288	Mg_chelatase_C	93
10289	Mg_trans_NIPA	295
10290	MH1	103
10291	MH2	184
10292	MHB	77
10293	MHC2-interact	109
10294	MHCassoc_trimer	69
10295	MHC_I	179
10296	MHC_II_alpha	81
10297	MHC_II_beta	75
10298	MHC_I_2	174
10299	MHC_I_3	198
10300	MHC_I_C	28
10301	Mhr1	85
10302	MHYT	59
10303	MiaE	240
10304	MiaE_2	185
10305	MiAMP1	76
10306	MIase	90
10307	MIB_HERC2	65
10308	Mic1	157
10309	Microcephalin	391
10310	Microcin	55
10311	Microtub_bd	149
10312	Microtub_bind	135
10313	Microvir_H	310
10314	Microvir_J	37
10315	Microvir_lysis	42
10316	MICSWaP	193
10317	Mid1	426
10318	Mid2	149
10319	MIEAP	199
10320	MIF	114
10321	Mif2_N	135
10322	mIF3	177
10323	MIF4G	213
10324	MIF4G_like	191
10325	MIF4G_like_2	266
10326	Miff	293
10327	Mig-14	264
10328	MIG-14_Wnt-bd	292
10329	Miga	539
10330	MIIP	341
10331	Milton	175
10332	MinC_C	99
10333	MinC_N	104
10334	MINDY_DUB	117
10335	MinE	68
10336	Minor_capsid_1	105
10337	Minor_capsid_2	114
10338	Minor_capsid_3	129
10339	Minor_tail_Z	190
10340	MIOX	249
10341	MIP	227
10342	MIP-T3	541
10343	MipA	212
10344	MipZ	262
10345	MIR	186
10346	Mis12	135
10347	MIS13	301
10348	Mis14	133
10349	Misat_Tub_SegII	118
10350	MISS	238
10351	Mistic	84
10352	MIT	65
10353	MITF_TFEB_C_3_N	153
10354	MitMem_reg	111
10355	Mitochondr_Som1	89
10356	Mitoc_L55	116
10357	Mitofilin	623
10358	MitoNEET_N	64
10359	Mitovir_RNA_pol	498
10360	Mito_carr	97
10361	Mito_fiss_Elm1	309
10362	Mito_fiss_reg	244
10363	Mito_morph_reg	161
10364	MIT_C	141
10365	Mit_KHE1	186
10366	MIT_LIKE_ACTX	68
10367	Mit_proteolip	60
10368	Mit_ribos_Mrp51	365
10369	mit_SMPDase	765
10370	MKLP1_Arf_bdg	107
10371	MKRN1_C	81
10372	MKT1_C	240
10373	MKT1_N	90
10374	MlaA	195
10375	MlaC	166
10376	MlaD	81
10377	MlaE	212
10378	MLANA	117
10379	MLD	70
10380	Mlf1IP	171
10381	Mlh1_C	270
10382	MliC	67
10383	MLIP	253
10384	Mlo	479
10385	Mlp	152
10386	MlrC_C	178
10387	MltA	225
10388	MLTD_N	34
10389	MMACHC	217
10390	MMADHC	274
10391	MmcB-like	148
10392	MmgE_PrpD	439
10393	MMgT	100
10394	MmlI	114
10395	MMM1	331
10396	MmoB_DmpM	85
10397	Mmp37	323
10398	MMPL	333
10399	MMR1	260
10400	MMR_HSR1	114
10401	MMR_HSR1_C	112
10402	MMR_HSR1_Xtn	106
10403	MMS19_C	422
10404	MMS19_N	261
10405	MMS1_N	490
10406	MMS22L_C	378
10407	MMS22L_N	708
10408	MMtag	78
10409	MMTV_SAg	312
10410	MMU163	249
10411	MM_CoA_mutase	513
10412	Mnd1	187
10413	MNE1	143
10414	MnhB	124
10415	MNHE	146
10416	MnmE_helical	206
10417	MNNL	75
10418	MNR	960
10419	MNSV_P7B	61
10420	Mntp	152
10421	Mn_catalase	284
10422	Mo-co_dimer	138
10423	Mo-nitro_C	83
10424	Mo25	327
10425	MoaC	129
10426	MoaE	113
10427	MoaF	108
10428	MoaF_C	113
10429	Mob1_phocein	167
10430	MobA_MobL	225
10431	MobB	133
10432	MobC	45
10433	Mobilization_B	136
10434	Mob_Pre	196
10435	Mob_synth_C	128
10436	MoCF_biosynth	144
10437	MoCo_carrier	145
10438	Mod_r	146
10439	MoeA_C	72
10440	MoeA_N	156
10441	MOEP19	86
10442	MOFRL	109
10443	Mog1	135
10444	MogR_DNAbind	148
10445	MOLO1	120
10446	Molybdopterin	432
10447	Molybdop_Fe4S4	55
10448	Molydop_binding	111
10449	Mon1	404
10450	Mon2_C	785
10451	Monellin	43
10452	mono-CXXC	58
10453	Mononeg_mRNAcap	247
10454	Mononeg_RNA_pol	1068
10455	Monooxygenase_B	380
10456	Mor	108
10457	MOR2-PAG1_C	253
10458	MOR2-PAG1_mid	1114
10459	MOR2-PAG1_N	544
10460	Moricin	41
10461	MORN	23
10462	MORN_2	22
10463	MOSC	131
10464	MOSC_N	120
10465	MOSP_C	205
10466	MOSP_N	196
10467	MotA_activ	95
10468	MotA_ExbB	124
10469	motB	162
10470	MotB_plug	58
10471	MotCF	103
10472	Motile_Sperm	109
10473	Motilin_assoc	59
10474	Motilin_ghrelin	28
10475	Moulting_cycle	345
10476	MOZART1	47
10477	MOZART2	90
10478	MOZ_SAS	179
10479	MP	191
10480	MPC	110
10481	MPDZ_u10	65
10482	MPLKIP	62
10483	MPM1	171
10484	Mpp10	598
10485	MPP6	132
10486	MpPF1	314
10487	MpPF26	130
10488	MPS-4	78
10489	MPS2	372
10490	Mpt_N	81
10491	Mpv17_PMP22	62
10492	Mqo	489
10493	MqsA_antitoxin	131
10494	MqsR_toxin	96
10495	MRAP	89
10496	MraY_sig1	13
10497	MraZ	72
10498	MRC1	146
10499	Mre11_DNA_bind	169
10500	MreB_Mbl	327
10501	MreC	150
10502	MreD	160
10503	MREG	149
10504	MRFAP1	119
10505	MRF_C1	36
10506	MRF_C2	137
