,sim_dom1,sim_dom2
35896,Sod_Fe_N,VPS9
35897,Sod_Fe_N,ORC5_C
35898,Sod_Fe_N,BTK
35899,Sod_Fe_N,VKOR
35900,Sod_Fe_N,Pyrophosphatase
35901,Sod_Fe_N,zf-CXXC
35902,Sod_Fe_N,Ribosomal_L11
35903,Sod_Fe_N,NDK
35904,Sod_Fe_N,MutS_III
35905,Sod_Fe_N,Arg_tRNA_synt_N
35906,Sod_Fe_N,Oxidored_q6
35907,Sod_Fe_N,Ribosomal_S6e
35908,Sod_Fe_N,Gal_Lectin
35909,Sod_Fe_N,PAP_central
35910,Sod_Fe_N,Ribosomal_S6
35911,Sod_Fe_N,Ribosomal_S7
35912,Sod_Fe_N,Sec1
35913,Sod_Fe_N,Sec7
35914,Sod_Fe_N,ribosomal_L24
35915,Sod_Fe_N,Coprogen_oxidas
35916,Sod_Fe_N,SecY
35917,Sod_Fe_N,PROCN
35918,Sod_Fe_N,RabGAP-TBC
35919,Sod_Fe_N,SRP19
35920,Sod_Fe_N,PEPCK_N
35921,Sod_Fe_N,Rbsn
35922,Sod_Fe_N,Urocanase_C
35923,Sod_Fe_N,Isochorismatase
35924,Sod_Fe_N,AA_kinase
35925,Sod_Fe_N,Peptidase_M24
35926,Sod_Fe_N,Na_Ca_ex
35927,Sod_Fe_N,VHL
35928,Sod_Fe_N,Molybdopterin
35929,Sod_Fe_N,RNA_pol
35930,Sod_Fe_N,PK_C
35931,Sod_Fe_N,TPK_catalytic
35932,Sod_Fe_N,MAPEG
35933,Sod_Fe_N,Cation_ATPase_C
35934,Sod_Fe_N,Nop
35935,Sod_Fe_N,Ald_Xan_dh_C2
35936,Sod_Fe_N,TspO_MBR
35937,Sod_Fe_N,Disintegrin
35938,Sod_Fe_N,Cbl_N3
35939,Sod_Fe_N,CBS
35940,Sod_Fe_N,Aldo_ket_red
35941,Sod_Fe_N,Topo_C_assoc
35942,Sod_Fe_N,zf-Sec23_Sec24
35943,Sod_Fe_N,Topoisom_I_N
35944,Sod_Fe_N,Aminotran_4
35945,Sod_Fe_N,PRO8NT
35946,Sod_Fe_N,Ribosomal_L5_C
35947,Sod_Fe_N,Ald_Xan_dh_C
35948,Sod_Fe_N,RNA_pol_N
35949,Sod_Fe_N,HIN
35950,Sod_Fe_N,SUFU_C
35951,Sod_Fe_N,Cpn60_TCP1
35952,Sod_Fe_N,ATP-synt_DE_N
35953,Sod_Fe_N,Evr1_Alr
35954,Sod_Fe_N,ASF1_hist_chap
35955,Sod_Fe_N,DNA_pol_B_thumb
35956,Sod_Fe_N,DcpS
35957,Sod_Fe_N,CDP-OH_P_transf
35958,Sod_Fe_N,Gcd10p
35959,Sod_Fe_N,CN_hydrolase
35960,Sod_Fe_N,PRMT5_C
35961,Sod_Fe_N,DHHA1
35962,Sod_Fe_N,ADK_lid
35963,Sod_Fe_N,RNA_pol_Rpb1_2
35964,Sod_Fe_N,RNA_pol_Rpb1_1
35965,Sod_Fe_N,RNA_pol_Rpb1_4
35966,Sod_Fe_N,RNA_pol_Rpb1_5
35967,Sod_Fe_N,B12-binding_2
35968,Sod_Fe_N,p450
35969,Sod_Fe_N,Prenyltransf
35970,Sod_Fe_N,TSP_3
35971,Sod_Fe_N,ERAP1_C
35972,Sod_Fe_N,FTO_CTD
35973,Sod_Fe_N,Ribosomal_S10
35974,Sod_Fe_N,G6PD_C
35975,Sod_Fe_N,Ribosomal_S16
35976,Sod_Fe_N,Ribosomal_S18
35977,Sod_Fe_N,Ribosomal_S19
35978,Sod_Fe_N,AIRC
35979,Sod_Fe_N,CTD_bind
35980,Sod_Fe_N,RNB
35981,Sod_Fe_N,AIRS_C
35982,Sod_Fe_N,zf-CW
35983,Sod_Fe_N,OLF
35984,Sod_Fe_N,RNase_PH_C
35985,Sod_Fe_N,MoCF_biosynth
35986,Sod_Fe_N,Ribosomal_L4
35987,Sod_Fe_N,Ribosomal_L6
35988,Sod_Fe_N,Ribosomal_L1
35989,Sod_Fe_N,Ribosomal_L16
35990,Sod_Fe_N,Thymidylat_synt
35991,Sod_Fe_N,Ribosomal_S8
35992,Sod_Fe_N,Ribosomal_L9_N
35993,Sod_Fe_N,Frataxin_Cyay
35994,Sod_Fe_N,Nucleos_tra2_C
35995,Sod_Fe_N,Ribosomal_L14
35996,Sod_Fe_N,Ribosomal_L17
35997,Sod_Fe_N,Ribosomal_L10
35998,Sod_Fe_N,Ribosomal_L13
35999,Sod_Fe_N,Acyl-CoA_dh_M
36000,Sod_Fe_N,OAS1_C
36001,Sod_Fe_N,FAD_binding_7
36002,Sod_Fe_N,Orn_DAP_Arg_deC
36003,Sod_Fe_N,PGM_PMM_I
36004,Sod_Fe_N,14-3-3
36005,Sod_Fe_N,Flavokinase
36006,Sod_Fe_N,Biopterin_H
36007,Sod_Fe_N,PGM_PMM_III
36008,Sod_Fe_N,Carb_anhydrase
36009,Sod_Fe_N,RPE65
36010,Sod_Fe_N,GMP_PDE_delta
36011,Sod_Fe_N,SRF-TF
36012,Sod_Fe_N,Citrate_synt
36013,Sod_Fe_N,THUMP
36014,Sod_Fe_N,ATP-gua_PtransN
36015,Sod_Fe_N,Neil1-DNA_bind
36016,Sod_Fe_N,PGK
36017,Sod_Fe_C,Fic
36018,Sod_Fe_C,MutS_I
36019,Sod_Fe_C,ProRS-C_1
36020,Sod_Fe_C,PTPA
36021,Sod_Fe_C,Glyco_transf_29
36022,Sod_Fe_C,DUF1241
36023,Sod_Fe_C,Dak2
36024,Sod_Fe_C,Serpin
36025,Sod_Fe_C,RecQ_Zn_bind
36026,Sod_Fe_C,Cyt-b5
36027,Sod_Fe_C,Flavoprotein
36028,Sod_Fe_C,zf-AN1
36029,Sod_Fe_C,zf-C2HC
36030,Sod_Fe_C,ATP-synt
36031,Sod_Fe_C,5_nucleotid_C
36032,Sod_Fe_C,S10_plectin
36033,Sod_Fe_C,PX
36034,Sod_Fe_C,M20_dimer
36035,Sod_Fe_C,WW
36036,Sod_Fe_C,NAGLU_C
36037,Sod_Fe_C,S-methyl_trans
36038,Sod_Fe_C,HA2
36039,Sod_Fe_C,PAP_assoc
36040,Sod_Fe_C,Ribosomal_L35p
36041,Sod_Fe_C,PolyA_pol_RNAbd
36042,Sod_Fe_C,PIG-L
36043,Sod_Fe_C,IL8
36044,Sod_Fe_C,ATP-synt_ab_C
36045,Sod_Fe_C,zf-UBR
36046,Sod_Fe_C,SDF
36047,Sod_Fe_C,HBB
36048,Sod_Fe_C,S-AdoMet_synt_C
36049,Sod_Fe_C,PMSR
36050,Sod_Fe_C,TP_methylase
36051,Sod_Fe_C,Peptidase_S8
36052,Sod_Fe_C,S-AdoMet_synt_M
36053,Sod_Fe_C,PARP_reg
36054,Sod_Fe_C,NIF3
36055,Sod_Fe_C,Ribosomal_L32e
36056,Sod_Fe_C,GTP_EFTU_D3
36057,Sod_Fe_C,COX2_TM
36058,Sod_Fe_C,zf-A20
36059,Sod_Fe_C,Pur_DNA_glyco
36060,Sod_Fe_C,Gln-synt_N
36061,Sod_Fe_C,RPAP2_Rtr1
36062,Sod_Fe_C,Notch
36063,Sod_Fe_C,Sua5_yciO_yrdC
36064,Sod_Fe_C,mTERF
36065,Sod_Fe_C,Voltage_CLC
36066,Sod_Fe_C,Ribosomal_S14
36067,Sod_Fe_C,Ribosomal_L39
36068,Sod_Fe_C,ArfGap
36069,Sod_Fe_C,Mito_carr
36070,Sod_Fe_C,Hemerythrin
36071,Sod_Fe_C,DUF902
36072,Sod_Fe_C,Ribosomal_S4e
36073,Sod_Fe_C,Thg1C
36074,Sod_Fe_C,Lyase_1
36075,Sod_Fe_C,Amidase_2
36076,Sod_Fe_C,ERO1
36077,Sod_Fe_C,UDG
36078,Sod_Fe_C,MIP
36079,Sod_Fe_C,MIT
36080,Sod_Fe_C,RnaseA
36081,Sod_Fe_C,SUI1
36082,Sod_Fe_C,GHMP_kinases_C
36083,Sod_Fe_C,Spermine_synt_N
36084,Sod_Fe_C,MoeA_C
36085,Sod_Fe_C,SRP_SPB
36086,Sod_Fe_C,tRNA-synt_1c_C
36087,Sod_Fe_C,MoeA_N
36088,Sod_Fe_C,Annexin
36089,Sod_Fe_C,MM_CoA_mutase
36090,Sod_Fe_C,Inos-1-P_synth
36091,Sod_Fe_C,ATP-synt_C
36092,Sod_Fe_C,ClpB_D2-small
36093,Sod_Fe_C,Ceramidase_alk
36094,Sod_Fe_C,MGS
36095,Sod_Fe_C,PNP_phzG_C
36096,Sod_Fe_C,ANATO
36097,Sod_Fe_C,MutL_C
36098,Sod_Fe_C,Pep_deformylase
36099,Sod_Fe_C,POLO_box
36100,Sod_Fe_C,Aldolase_II
36101,Sod_Fe_C,Cbl_N
36102,Sod_Fe_C,TPK_B1_binding
36103,Sod_Fe_C,AXH
36104,Sod_Fe_C,VPS9
36105,Sod_Fe_C,ORC5_C
36106,Sod_Fe_C,BTK
36107,Sod_Fe_C,VKOR
36108,Sod_Fe_C,Pyrophosphatase
36109,Sod_Fe_C,zf-CXXC
36110,Sod_Fe_C,Ribosomal_L11
36111,Sod_Fe_C,NDK
36112,Sod_Fe_C,MutS_III
36113,Sod_Fe_C,Arg_tRNA_synt_N
36114,Sod_Fe_C,Oxidored_q6
36115,Sod_Fe_C,Ribosomal_S6e
36116,Sod_Fe_C,Gal_Lectin
36117,Sod_Fe_C,PAP_central
36118,Sod_Fe_C,Ribosomal_S6
36119,Sod_Fe_C,Ribosomal_S7
36120,Sod_Fe_C,Sec1
36121,Sod_Fe_C,Sec7
36122,Sod_Fe_C,ribosomal_L24
36123,Sod_Fe_C,Coprogen_oxidas
36124,Sod_Fe_C,SecY
36125,Sod_Fe_C,PROCN
36126,Sod_Fe_C,RabGAP-TBC
36127,Sod_Fe_C,SRP19
36128,Sod_Fe_C,PEPCK_N
36129,Sod_Fe_C,Rbsn
36130,Sod_Fe_C,Urocanase_C
36131,Sod_Fe_C,Isochorismatase
36132,Sod_Fe_C,AA_kinase
36133,Sod_Fe_C,Peptidase_M24
36134,Sod_Fe_C,Na_Ca_ex
36135,Sod_Fe_C,VHL
36136,Sod_Fe_C,Molybdopterin
36137,Sod_Fe_C,RNA_pol
36138,Sod_Fe_C,PK_C
36139,Sod_Fe_C,TPK_catalytic
36140,Sod_Fe_C,MAPEG
36141,Sod_Fe_C,Cation_ATPase_C
36142,Sod_Fe_C,Nop
36143,Sod_Fe_C,Ald_Xan_dh_C2
36144,Sod_Fe_C,TspO_MBR
36145,Sod_Fe_C,Disintegrin
36146,Sod_Fe_C,Cbl_N3
36147,Sod_Fe_C,CBS
36148,Sod_Fe_C,Aldo_ket_red
36149,Sod_Fe_C,Topo_C_assoc
36150,Sod_Fe_C,zf-Sec23_Sec24
36151,Sod_Fe_C,Topoisom_I_N
36152,Sod_Fe_C,Aminotran_4
36153,Sod_Fe_C,PRO8NT
36154,Sod_Fe_C,Ribosomal_L5_C
36155,Sod_Fe_C,Ald_Xan_dh_C
36156,Sod_Fe_C,RNA_pol_N
36157,Sod_Fe_C,HIN
36158,Sod_Fe_C,SUFU_C
36159,Sod_Fe_C,Cpn60_TCP1
36160,Sod_Fe_C,ATP-synt_DE_N
36161,Sod_Fe_C,Evr1_Alr
36162,Sod_Fe_C,ASF1_hist_chap
36163,Sod_Fe_C,DNA_pol_B_thumb
36164,Sod_Fe_C,DcpS
36165,Sod_Fe_C,CDP-OH_P_transf
36166,Sod_Fe_C,Gcd10p
36167,Sod_Fe_C,CN_hydrolase
36168,Sod_Fe_C,PRMT5_C
36169,Sod_Fe_C,DHHA1
36170,Sod_Fe_C,ADK_lid
36171,Sod_Fe_C,RNA_pol_Rpb1_2
36172,Sod_Fe_C,RNA_pol_Rpb1_1
36173,Sod_Fe_C,RNA_pol_Rpb1_4
36174,Sod_Fe_C,RNA_pol_Rpb1_5
36175,Sod_Fe_C,B12-binding_2
36176,Sod_Fe_C,p450
36177,Sod_Fe_C,Prenyltransf
36178,Sod_Fe_C,TSP_3
36179,Sod_Fe_C,ERAP1_C
36180,Sod_Fe_C,FTO_CTD
36181,Sod_Fe_C,Ribosomal_S10
36182,Sod_Fe_C,G6PD_C
36183,Sod_Fe_C,Ribosomal_S16
36184,Sod_Fe_C,Ribosomal_S18
36185,Sod_Fe_C,Ribosomal_S19
36186,Sod_Fe_C,AIRC
36187,Sod_Fe_C,CTD_bind
36188,Sod_Fe_C,RNB
36189,Sod_Fe_C,AIRS_C
36190,Sod_Fe_C,zf-CW
36191,Sod_Fe_C,OLF
36192,Sod_Fe_C,RNase_PH_C
36193,Sod_Fe_C,MoCF_biosynth
36194,Sod_Fe_C,Ribosomal_L4
36195,Sod_Fe_C,Ribosomal_L6
36196,Sod_Fe_C,Ribosomal_L1
36197,Sod_Fe_C,Ribosomal_L16
36198,Sod_Fe_C,Thymidylat_synt
36199,Sod_Fe_C,Ribosomal_S8
36200,Sod_Fe_C,Ribosomal_L9_N
36201,Sod_Fe_C,Frataxin_Cyay
36202,Sod_Fe_C,Nucleos_tra2_C
36203,Sod_Fe_C,Ribosomal_L14
36204,Sod_Fe_C,Ribosomal_L17
36205,Sod_Fe_C,Ribosomal_L10
36206,Sod_Fe_C,Ribosomal_L13
36207,Sod_Fe_C,Acyl-CoA_dh_M
36208,Sod_Fe_C,OAS1_C
36209,Sod_Fe_C,FAD_binding_7
36210,Sod_Fe_C,Orn_DAP_Arg_deC
36211,Sod_Fe_C,PGM_PMM_I
36212,Sod_Fe_C,14-3-3
36213,Sod_Fe_C,Flavokinase
36214,Sod_Fe_C,Biopterin_H
36215,Sod_Fe_C,PGM_PMM_III
36216,Sod_Fe_C,Carb_anhydrase
36217,Sod_Fe_C,RPE65
36218,Sod_Fe_C,GMP_PDE_delta
36219,Sod_Fe_C,SRF-TF
36220,Sod_Fe_C,Citrate_synt
36221,Sod_Fe_C,THUMP
36222,Sod_Fe_C,ATP-gua_PtransN
36223,Sod_Fe_C,Neil1-DNA_bind
36224,Sod_Fe_C,PGK
36225,Peptidase_S8,Fic
36226,Peptidase_S8,MutS_I
36227,Peptidase_S8,ProRS-C_1
36228,Peptidase_S8,PTPA
36229,Peptidase_S8,Glyco_transf_29
36230,Peptidase_S8,DUF1241
36231,Peptidase_S8,Dak2
36232,Peptidase_S8,Serpin
36233,Peptidase_S8,RecQ_Zn_bind
36234,Peptidase_S8,Cyt-b5
36235,Peptidase_S8,Flavoprotein
36236,Peptidase_S8,zf-AN1
36237,Peptidase_S8,zf-C2HC
36238,Peptidase_S8,ATP-synt
36239,Peptidase_S8,5_nucleotid_C
36240,Peptidase_S8,S10_plectin
36241,Peptidase_S8,PX
36242,Peptidase_S8,M20_dimer
36243,Peptidase_S8,WW
36244,Peptidase_S8,NAGLU_C
36245,Peptidase_S8,S-methyl_trans
36246,Peptidase_S8,HA2
36247,Peptidase_S8,PAP_assoc
36248,Peptidase_S8,Ribosomal_L35p
36249,Peptidase_S8,PolyA_pol_RNAbd
36250,Peptidase_S8,PIG-L
36251,Peptidase_S8,IL8
36252,Peptidase_S8,ATP-synt_ab_C
36253,Peptidase_S8,zf-UBR
36254,Peptidase_S8,SDF
36255,Peptidase_S8,HBB
36256,Peptidase_S8,S-AdoMet_synt_C
36257,Peptidase_S8,PMSR
36258,Peptidase_S8,TP_methylase
36259,Peptidase_S8,S-AdoMet_synt_M
36260,Peptidase_S8,PARP_reg
36261,Peptidase_S8,NIF3
36262,Peptidase_S8,Ribosomal_L32e
36263,Peptidase_S8,GTP_EFTU_D3
36264,Peptidase_S8,COX2_TM
36265,Peptidase_S8,zf-A20
36266,Peptidase_S8,Pur_DNA_glyco
36267,Peptidase_S8,Gln-synt_N
36268,Peptidase_S8,RPAP2_Rtr1
36269,Peptidase_S8,Notch
36270,Peptidase_S8,Sua5_yciO_yrdC
36271,Peptidase_S8,mTERF
36272,Peptidase_S8,Voltage_CLC
36273,Peptidase_S8,Ribosomal_S14
36274,Peptidase_S8,Ribosomal_L39
36275,Peptidase_S8,ArfGap
36276,Peptidase_S8,Mito_carr
36277,Peptidase_S8,Hemerythrin
36278,Peptidase_S8,DUF902
36279,Peptidase_S8,Ribosomal_S4e
36280,Peptidase_S8,Thg1C
36281,Peptidase_S8,Lyase_1
36282,Peptidase_S8,Amidase_2
36283,Peptidase_S8,ERO1
36284,Peptidase_S8,UDG
36285,Peptidase_S8,MIP
36286,Peptidase_S8,MIT
36287,Peptidase_S8,RnaseA
36288,Peptidase_S8,SUI1
36289,Peptidase_S8,GHMP_kinases_C
36290,Peptidase_S8,Spermine_synt_N
36291,Peptidase_S8,MoeA_C
36292,Peptidase_S8,SRP_SPB
36293,Peptidase_S8,tRNA-synt_1c_C
36294,Peptidase_S8,MoeA_N
36295,Peptidase_S8,Annexin
36296,Peptidase_S8,MM_CoA_mutase
36297,Peptidase_S8,Inos-1-P_synth
36298,Peptidase_S8,ATP-synt_C
36299,Peptidase_S8,ClpB_D2-small
36300,Peptidase_S8,Ceramidase_alk
36301,Peptidase_S8,MGS
36302,Peptidase_S8,PNP_phzG_C
36303,Peptidase_S8,ANATO
36304,Peptidase_S8,MutL_C
36305,Peptidase_S8,Pep_deformylase
36306,Peptidase_S8,POLO_box
36307,Peptidase_S8,Aldolase_II
36308,Peptidase_S8,Cbl_N
36309,Peptidase_S8,TPK_B1_binding
36310,Peptidase_S8,AXH
36311,Peptidase_S8,VPS9
36312,Peptidase_S8,ORC5_C
36313,Peptidase_S8,BTK
36314,Peptidase_S8,VKOR
36315,Peptidase_S8,Pyrophosphatase
36316,Peptidase_S8,zf-CXXC
36317,Peptidase_S8,Ribosomal_L11
36318,Peptidase_S8,NDK
36319,Peptidase_S8,MutS_III
36320,Peptidase_S8,Arg_tRNA_synt_N
36321,Peptidase_S8,Oxidored_q6
36322,Peptidase_S8,Ribosomal_S6e
36323,Peptidase_S8,Gal_Lectin
36324,Peptidase_S8,PAP_central
36325,Peptidase_S8,Ribosomal_S6
36326,Peptidase_S8,Ribosomal_S7
36327,Peptidase_S8,Sec1
36328,Peptidase_S8,Sec7
36329,Peptidase_S8,ribosomal_L24
36330,Peptidase_S8,Coprogen_oxidas
36331,Peptidase_S8,SecY
36332,Peptidase_S8,PROCN
36333,Peptidase_S8,RabGAP-TBC
36334,Peptidase_S8,SRP19
36335,Peptidase_S8,PEPCK_N
36336,Peptidase_S8,Rbsn
36337,Peptidase_S8,Urocanase_C
36338,Peptidase_S8,Isochorismatase
36339,Peptidase_S8,AA_kinase
36340,Peptidase_S8,Peptidase_M24
36341,Peptidase_S8,Na_Ca_ex
36342,Peptidase_S8,VHL
36343,Peptidase_S8,Molybdopterin
36344,Peptidase_S8,RNA_pol
36345,Peptidase_S8,PK_C
36346,Peptidase_S8,TPK_catalytic
36347,Peptidase_S8,MAPEG
36348,Peptidase_S8,Cation_ATPase_C
36349,Peptidase_S8,Nop
36350,Peptidase_S8,Ald_Xan_dh_C2
36351,Peptidase_S8,TspO_MBR
36352,Peptidase_S8,Disintegrin
36353,Peptidase_S8,Cbl_N3
36354,Peptidase_S8,CBS
36355,Peptidase_S8,Aldo_ket_red
36356,Peptidase_S8,Topo_C_assoc
36357,Peptidase_S8,zf-Sec23_Sec24
36358,Peptidase_S8,Topoisom_I_N
36359,Peptidase_S8,Aminotran_4
36360,Peptidase_S8,PRO8NT
36361,Peptidase_S8,Ribosomal_L5_C
36362,Peptidase_S8,Ald_Xan_dh_C
36363,Peptidase_S8,RNA_pol_N
36364,Peptidase_S8,HIN
36365,Peptidase_S8,SUFU_C
36366,Peptidase_S8,Cpn60_TCP1
36367,Peptidase_S8,ATP-synt_DE_N
36368,Peptidase_S8,Evr1_Alr
36369,Peptidase_S8,ASF1_hist_chap
36370,Peptidase_S8,DNA_pol_B_thumb
36371,Peptidase_S8,DcpS
36372,Peptidase_S8,CDP-OH_P_transf
36373,Peptidase_S8,Gcd10p
36374,Peptidase_S8,CN_hydrolase
36375,Peptidase_S8,PRMT5_C
36376,Peptidase_S8,DHHA1
36377,Peptidase_S8,ADK_lid
36378,Peptidase_S8,RNA_pol_Rpb1_2
36379,Peptidase_S8,RNA_pol_Rpb1_1
36380,Peptidase_S8,RNA_pol_Rpb1_4
36381,Peptidase_S8,RNA_pol_Rpb1_5
36382,Peptidase_S8,B12-binding_2
36383,Peptidase_S8,p450
36384,Peptidase_S8,Prenyltransf
36385,Peptidase_S8,TSP_3
36386,Peptidase_S8,ERAP1_C
36387,Peptidase_S8,FTO_CTD
36388,Peptidase_S8,Ribosomal_S10
36389,Peptidase_S8,G6PD_C
36390,Peptidase_S8,Ribosomal_S16
36391,Peptidase_S8,Ribosomal_S18
36392,Peptidase_S8,Ribosomal_S19
36393,Peptidase_S8,AIRC
36394,Peptidase_S8,CTD_bind
36395,Peptidase_S8,RNB
36396,Peptidase_S8,AIRS_C
36397,Peptidase_S8,zf-CW
36398,Peptidase_S8,OLF
36399,Peptidase_S8,RNase_PH_C
36400,Peptidase_S8,MoCF_biosynth
36401,Peptidase_S8,Ribosomal_L4
36402,Peptidase_S8,Ribosomal_L6
36403,Peptidase_S8,Ribosomal_L1
36404,Peptidase_S8,Ribosomal_L16
36405,Peptidase_S8,Thymidylat_synt
36406,Peptidase_S8,Ribosomal_S8
36407,Peptidase_S8,Ribosomal_L9_N
36408,Peptidase_S8,Frataxin_Cyay
36409,Peptidase_S8,Nucleos_tra2_C
36410,Peptidase_S8,Ribosomal_L14
36411,Peptidase_S8,Ribosomal_L17
36412,Peptidase_S8,Ribosomal_L10
36413,Peptidase_S8,Ribosomal_L13
36414,Peptidase_S8,Acyl-CoA_dh_M
36415,Peptidase_S8,OAS1_C
36416,Peptidase_S8,FAD_binding_7
36417,Peptidase_S8,Orn_DAP_Arg_deC
36418,Peptidase_S8,PGM_PMM_I
36419,Peptidase_S8,14-3-3
36420,Peptidase_S8,Flavokinase
36421,Peptidase_S8,Biopterin_H
36422,Peptidase_S8,PGM_PMM_III
36423,Peptidase_S8,Carb_anhydrase
36424,Peptidase_S8,RPE65
36425,Peptidase_S8,GMP_PDE_delta
36426,Peptidase_S8,SRF-TF
36427,Peptidase_S8,Citrate_synt
36428,Peptidase_S8,THUMP
36429,Peptidase_S8,ATP-gua_PtransN
36430,Peptidase_S8,Neil1-DNA_bind
36431,Peptidase_S8,PGK
36432,RecQ_Zn_bind,Fic
36433,RecQ_Zn_bind,MutS_I
36434,RecQ_Zn_bind,ProRS-C_1
36435,RecQ_Zn_bind,PTPA
36436,RecQ_Zn_bind,Glyco_transf_29
36437,RecQ_Zn_bind,DUF1241
36438,RecQ_Zn_bind,Dak2
36439,RecQ_Zn_bind,Serpin
36440,RecQ_Zn_bind,Cyt-b5
36441,RecQ_Zn_bind,Flavoprotein
36442,RecQ_Zn_bind,zf-AN1
36443,RecQ_Zn_bind,zf-C2HC
36444,RecQ_Zn_bind,ATP-synt
36445,RecQ_Zn_bind,5_nucleotid_C
36446,RecQ_Zn_bind,S10_plectin
36447,RecQ_Zn_bind,PX
36448,RecQ_Zn_bind,M20_dimer
36449,RecQ_Zn_bind,WW
36450,RecQ_Zn_bind,NAGLU_C
36451,RecQ_Zn_bind,S-methyl_trans
36452,RecQ_Zn_bind,HA2
36453,RecQ_Zn_bind,PAP_assoc
36454,RecQ_Zn_bind,Ribosomal_L35p
36455,RecQ_Zn_bind,PolyA_pol_RNAbd
36456,RecQ_Zn_bind,PIG-L
36457,RecQ_Zn_bind,IL8
36458,RecQ_Zn_bind,ATP-synt_ab_C
36459,RecQ_Zn_bind,zf-UBR
36460,RecQ_Zn_bind,SDF
36461,RecQ_Zn_bind,HBB
36462,RecQ_Zn_bind,S-AdoMet_synt_C
36463,RecQ_Zn_bind,PMSR
36464,RecQ_Zn_bind,TP_methylase
36465,RecQ_Zn_bind,S-AdoMet_synt_M
36466,RecQ_Zn_bind,PARP_reg
36467,RecQ_Zn_bind,NIF3
36468,RecQ_Zn_bind,Ribosomal_L32e
36469,RecQ_Zn_bind,GTP_EFTU_D3
36470,RecQ_Zn_bind,COX2_TM
36471,RecQ_Zn_bind,zf-A20
36472,RecQ_Zn_bind,Pur_DNA_glyco
36473,RecQ_Zn_bind,Gln-synt_N
36474,RecQ_Zn_bind,RPAP2_Rtr1
36475,RecQ_Zn_bind,Notch
36476,RecQ_Zn_bind,Sua5_yciO_yrdC
36477,RecQ_Zn_bind,mTERF
36478,RecQ_Zn_bind,Voltage_CLC
36479,RecQ_Zn_bind,Ribosomal_S14
36480,RecQ_Zn_bind,Ribosomal_L39
36481,RecQ_Zn_bind,ArfGap
36482,RecQ_Zn_bind,Mito_carr
36483,RecQ_Zn_bind,Hemerythrin
36484,RecQ_Zn_bind,DUF902
36485,RecQ_Zn_bind,Ribosomal_S4e
36486,RecQ_Zn_bind,Thg1C
36487,RecQ_Zn_bind,Lyase_1
36488,RecQ_Zn_bind,Amidase_2
36489,RecQ_Zn_bind,ERO1
36490,RecQ_Zn_bind,UDG
36491,RecQ_Zn_bind,MIP
36492,RecQ_Zn_bind,MIT
36493,RecQ_Zn_bind,RnaseA
36494,RecQ_Zn_bind,SUI1
36495,RecQ_Zn_bind,GHMP_kinases_C
36496,RecQ_Zn_bind,Spermine_synt_N
36497,RecQ_Zn_bind,MoeA_C
36498,RecQ_Zn_bind,SRP_SPB
36499,RecQ_Zn_bind,tRNA-synt_1c_C
36500,RecQ_Zn_bind,MoeA_N
36501,RecQ_Zn_bind,Annexin
36502,RecQ_Zn_bind,MM_CoA_mutase
36503,RecQ_Zn_bind,Inos-1-P_synth
36504,RecQ_Zn_bind,ATP-synt_C
36505,RecQ_Zn_bind,ClpB_D2-small
36506,RecQ_Zn_bind,Ceramidase_alk
36507,RecQ_Zn_bind,MGS
36508,RecQ_Zn_bind,PNP_phzG_C
36509,RecQ_Zn_bind,ANATO
36510,RecQ_Zn_bind,MutL_C
36511,RecQ_Zn_bind,Pep_deformylase
36512,RecQ_Zn_bind,POLO_box
36513,RecQ_Zn_bind,Aldolase_II
36514,RecQ_Zn_bind,Cbl_N
36515,RecQ_Zn_bind,TPK_B1_binding
36516,RecQ_Zn_bind,AXH
36517,RecQ_Zn_bind,VPS9
36518,RecQ_Zn_bind,ORC5_C
36519,RecQ_Zn_bind,BTK
36520,RecQ_Zn_bind,VKOR
36521,RecQ_Zn_bind,Pyrophosphatase
36522,RecQ_Zn_bind,zf-CXXC
36523,RecQ_Zn_bind,Ribosomal_L11
36524,RecQ_Zn_bind,NDK
36525,RecQ_Zn_bind,MutS_III
36526,RecQ_Zn_bind,Arg_tRNA_synt_N
36527,RecQ_Zn_bind,Oxidored_q6
36528,RecQ_Zn_bind,Ribosomal_S6e
36529,RecQ_Zn_bind,Gal_Lectin
36530,RecQ_Zn_bind,PAP_central
36531,RecQ_Zn_bind,Ribosomal_S6
36532,RecQ_Zn_bind,Ribosomal_S7
36533,RecQ_Zn_bind,Sec1
36534,RecQ_Zn_bind,Sec7
36535,RecQ_Zn_bind,ribosomal_L24
36536,RecQ_Zn_bind,Coprogen_oxidas
36537,RecQ_Zn_bind,SecY
36538,RecQ_Zn_bind,PROCN
36539,RecQ_Zn_bind,RabGAP-TBC
36540,RecQ_Zn_bind,SRP19
36541,RecQ_Zn_bind,PEPCK_N
36542,RecQ_Zn_bind,Rbsn
36543,RecQ_Zn_bind,Urocanase_C
36544,RecQ_Zn_bind,Isochorismatase
36545,RecQ_Zn_bind,AA_kinase
36546,RecQ_Zn_bind,Peptidase_M24
36547,RecQ_Zn_bind,Na_Ca_ex
36548,RecQ_Zn_bind,VHL
36549,RecQ_Zn_bind,Molybdopterin
36550,RecQ_Zn_bind,RNA_pol
36551,RecQ_Zn_bind,PK_C
36552,RecQ_Zn_bind,TPK_catalytic
36553,RecQ_Zn_bind,MAPEG
